"Vin#","Year","Vehicle","Mileage","Drive Train","Engine Size","Price$","State","Buy Now Price","URL"
"3TYLD5KN5RT000145",2024,"Toyota Tacoma SR",19281,"4WD","2.4L",30700,"Michigan",31600,"https://smartauctionlogin.com/ui/vehicles/8dd4e25d-394a-4f9a-9035-b7081c582770"
"1C6RRFFG2NN349702",2022,"Ram Pickup 1500 Big Horn",38950,"4WD","Engine Size Unspecified",28500,"Michigan",29400,"https://smartauctionlogin.com/ui/vehicles/8f7c3061-3feb-477d-a34e-66c48867b193"
"1C6RRFFG9NN418269",2022,"Ram Pickup 1500 Big Horn",50455,"4WD","Engine Size Unspecified",27500,"New Jersey",28300,"https://smartauctionlogin.com/ui/vehicles/e6b15677-7d0f-4a9d-b227-d556e1146b71"
"1C4HJXEN9MW851794",2021,"Jeep Wrangler Unlimited Unlimited Sahara Altitude",73788,"4WD","Engine Size Unspecified",23000,"Pennsylvania",23700,"https://smartauctionlogin.com/ui/vehicles/67030058-d4c0-4ddd-81db-0753adad117b"
"ZASPAKBN4R7D75756",2024,"Alfa Romeo Stelvio Veloce",22642,"AWD","2.0L",27500,"New York",28300,"https://smartauctionlogin.com/ui/vehicles/48de0d94-e11c-4387-a703-c058530ad0a0"
"1C4RJYB68N8756981",2022,"Jeep Grand Cherokee 4xe Trim Unspecified",42558,"4WD","2.0L",21900,"Pennsylvania",22600,"https://smartauctionlogin.com/ui/vehicles/39a950f9-cfd9-4f48-9bdf-c6b5b3944093"
"1C4RJHBG6PC560255",2023,"Jeep Grand Cherokee Limited",59944,"4WD","3.6L",23600,"Pennsylvania",24300,"https://smartauctionlogin.com/ui/vehicles/7f48ae29-938b-4162-ae4f-be50dda48a35"
"1C6RRFFG2NN385227",2022,"Ram Pickup 1500 Big Horn",69343,"4WD","Engine Size Unspecified",26500,"Ohio",27300,"https://smartauctionlogin.com/ui/vehicles/7a921c5d-c124-4c4d-bdd3-eb2763c24b60"
"1C6JJTEG7NL119377",2022,"Jeep Gladiator Mojave",38912,"4WD","3.6L",32000,"Connecticut",33000,"https://smartauctionlogin.com/ui/vehicles/2de9f91f-8c11-4fdc-bd67-c81be568af75"
"1C6RRFFGXNN454410",2022,"Ram Pickup 1500 Big Horn",31461,"4WD","Engine Size Unspecified",29400,"Michigan",30300,"https://smartauctionlogin.com/ui/vehicles/3021771b-8678-4fe5-9773-c874619e6e92"
"1C6SRFFT7NN423209",2022,"Ram Pickup 1500 Big Horn",46985,"4WD","Engine Size Unspecified",29800,"Michigan",30700,"https://smartauctionlogin.com/ui/vehicles/35d55f0f-67d6-42ca-9872-e00b1672090a"
"1C4RJKBG7P8820369",2023,"Jeep Grand Cherokee L Limited",38084,"4WD","3.6L",27100,"Michigan",27900,"https://smartauctionlogin.com/ui/vehicles/6453f8c7-a37e-4111-baa0-72cd355c7eb5"
"1C4JJXN6XPW686076",2023,"Jeep Wrangler 4xe Trim Unspecified",45112,"4WD","2.0L",21800,"Vermont",22500,"https://smartauctionlogin.com/ui/vehicles/ac914e50-464f-4514-a569-08b46f83bd61"
"1C4JJXP65PW565128",2023,"Jeep Wrangler 4xe Sahara",30066,"4WD","2.0L",24700,"New York",25400,"https://smartauctionlogin.com/ui/vehicles/1f642f91-c7f1-4e71-aaca-880cdc3b6ef9"
"1C6RRFFG1PN611552",2023,"Ram Pickup 1500 Big Horn",82152,"4WD","Engine Size Unspecified",25700,"New Jersey",26500,"https://smartauctionlogin.com/ui/vehicles/c317636c-438b-42d3-96d4-edaafb437f63"
"1C6RRFFG8NN417792",2022,"Ram Pickup 1500 Big Horn",42077,"4WD","Engine Size Unspecified",28700,"Ohio",29600,"https://smartauctionlogin.com/ui/vehicles/e75d5c81-d396-4e5c-a4fa-05659c781f13"
"1C4SJVDT9NS157903",2022,"Jeep Wagoneer Series III",44594,"4WD","5.7L",38100,"New York",39200,"https://smartauctionlogin.com/ui/vehicles/49fbc51b-3b13-4d8e-a185-7ee7d2f36f0a"
"1C4JJXP68MW851468",2021,"Jeep Wrangler 4xe Unlimited Sahara",42425,"4WD","2.0L",23000,"Pennsylvania",23700,"https://smartauctionlogin.com/ui/vehicles/07d24f39-33cc-4c54-a8b0-208828cd4b3c"
"KL77LHEP9SC160192",2025,"Chevrolet Trax LT",2465,"FWD","Engine Size Unspecified",19800,"Michigan",20400,"https://smartauctionlogin.com/ui/vehicles/2283af9e-3e06-476e-b4ec-353865c019dd"
"3C4NJDFB1NT126848",2022,"Jeep Compass Latitude Lux",41331,"4WD","2.4L",17700,"New Jersey",18200,"https://smartauctionlogin.com/ui/vehicles/e786dc47-4663-4303-af3f-43c2df9aaf1c"
"1C4PJMMN5ND527458",2022,"Jeep Cherokee Latitude Lux",27772,"4WD","Engine Size Unspecified",20300,"Michigan",20900,"https://smartauctionlogin.com/ui/vehicles/cf9b652c-75c3-404e-9913-51ba74c5aec2"
"1C4RJXR6XRW316388",2024,"Jeep Wrangler 4xe Rubicon",24658,"4WD","2.0L",30200,"Florida",31100,"https://smartauctionlogin.com/ui/vehicles/24fb318d-2efe-42e3-88de-82b7f6025af4"
"1C6RRFFG8PN512842",2023,"Ram Pickup 1500 Big Horn",59552,"4WD","Engine Size Unspecified",28200,"Michigan",29000,"https://smartauctionlogin.com/ui/vehicles/722323d7-9740-4478-b80f-e458a99e0651"
"1C4RJKAG4P8735880",2023,"Jeep Grand Cherokee L Laredo",29506,"4WD","3.6L",26200,"Massachusetts",27000,"https://smartauctionlogin.com/ui/vehicles/bbe46f2e-90fa-4ccb-b89f-7841ef695b7a"
"1C6JJTBGXPL513852",2023,"Jeep Gladiator Rubicon",47603,"4WD","Engine Size Unspecified",32300,"Pennsylvania",33300,"https://smartauctionlogin.com/ui/vehicles/6668c531-4645-49fe-9766-951b99286533"
"ZASPAKBN0P7D54531",2023,"Alfa Romeo Stelvio Veloce",47297,"AWD","2.0L",22700,"New Jersey",23400,"https://smartauctionlogin.com/ui/vehicles/f44efdd9-b508-4eb1-a8ab-195c79d0f65a"
"1C6RRFFGXNN449935",2022,"Ram Pickup 1500 Big Horn",44006,"4WD","Engine Size Unspecified",29000,"Michigan",29900,"https://smartauctionlogin.com/ui/vehicles/9c290c59-39da-46ad-9071-349901093bd8"
"1C6HJTAG2NL107190",2022,"Jeep Gladiator Sport S",35007,"4WD","Engine Size Unspecified",26200,"Connecticut",27000,"https://smartauctionlogin.com/ui/vehicles/9d5333f3-89c2-4e25-ae04-e0e00a907653"
"1C6SRFHT2PN532984",2023,"Ram Pickup 1500 Limited",37123,"4WD","Engine Size Unspecified",43500,"Pennsylvania",44800,"https://smartauctionlogin.com/ui/vehicles/7bf392a7-3602-481c-bcf4-6e25eefcac3d"
"ZASPATCW5R3047330",2024,"Alfa Romeo Tonale Ti",19148,"AWD","1.3L",21300,"New Jersey",21900,"https://smartauctionlogin.com/ui/vehicles/07325fd5-8409-497c-ae91-4a5c9e383699"
"ZASPATCW4R3053653",2024,"Alfa Romeo Tonale Ti",11264,"AWD","1.3L",22200,"New Jersey",22900,"https://smartauctionlogin.com/ui/vehicles/1ca13438-b719-41ed-a3d0-6cb3a701912d"
"3C4NJDCN5PT532410",2023,"Jeep Compass Limited",24280,"4WD","2.0L",20200,"Michigan",20800,"https://smartauctionlogin.com/ui/vehicles/3ece5928-bda1-4be2-8fe3-386e5e05a0ed"
"1C4HJXDN1MW671596",2021,"Jeep Wrangler Unlimited Unlimited Islander",86470,"4WD","Engine Size Unspecified",19200,"Florida",19800,"https://smartauctionlogin.com/ui/vehicles/5df5726c-303f-4381-beec-5f6c7d2396b2"
"1C6RRFFG4PN503779",2023,"Ram Pickup 1500 Big Horn",52797,"4WD","Engine Size Unspecified",29000,"Michigan",29900,"https://smartauctionlogin.com/ui/vehicles/9219b83f-2271-4380-b376-0a09cb355860"
"1C4JJXN68PW605401",2023,"Jeep Wrangler 4xe Trim Unspecified",26843,"4WD","2.0L",24100,"Connecticut",24800,"https://smartauctionlogin.com/ui/vehicles/03aeac6b-6201-4d53-bd6e-64c12a10a4d6"
"1C4HJXEN3NW118576",2022,"Jeep Wrangler Unlimited Unlimited Sahara",47481,"4WD","Engine Size Unspecified",28100,"Ohio",28900,"https://smartauctionlogin.com/ui/vehicles/e3d337b7-ac5a-4b35-98f1-4326fb66b1e8"
"1C6JJTEGXPL500918",2023,"Jeep Gladiator Mojave",27683,"4WD","3.6L",33800,"Ohio",34800,"https://smartauctionlogin.com/ui/vehicles/3fbdb91d-8d9b-4828-9b3a-482386a42076"
"1C6RRFFG7NN440772",2022,"Ram Pickup 1500 Big Horn",35491,"4WD","Engine Size Unspecified",30100,"Michigan",31000,"https://smartauctionlogin.com/ui/vehicles/7117ae45-5ad2-42d2-9cf3-c446f67076f9"
"ZASPATCW6R3046008",2024,"Alfa Romeo Tonale Ti",13609,"AWD","1.3L",22100,"New York",22800,"https://smartauctionlogin.com/ui/vehicles/5e01d13c-43f1-4287-9840-7afd91bdc9e9"
"1C4RJYD69P8791836",2023,"Jeep Grand Cherokee 4xe Overland",22461,"4WD","2.0L",27900,"Florida",28700,"https://smartauctionlogin.com/ui/vehicles/13d5016e-856e-4bd0-8d6c-be728fc707f5"
"1C4HJXDG9NW151343",2022,"Jeep Wrangler Unlimited Unlimited Sport S",44546,"4WD","Engine Size Unspecified",24200,"South Carolina",24900,"https://smartauctionlogin.com/ui/vehicles/e754ca58-0c41-4d0f-9da1-16d93aa2d7b8"
"JA4J3UA83NZ047849",2022,"Mitsubishi Outlander SE",67165,"FWD","2.5L",16000,"Florida",16500,"https://smartauctionlogin.com/ui/vehicles/325991d2-b0a5-4ec1-a7ce-730e9169af3b"
"1C4SJVFJ9NS118675",2022,"Jeep Grand Wagoneer Series II Obsidian",64069,"4WD","6.4L",42100,"Pennsylvania",43400,"https://smartauctionlogin.com/ui/vehicles/93cceb5e-4393-4493-aa93-bb4c2fbdeac5"
"1C4HJXDN8NW150327",2022,"Jeep Wrangler Unlimited Unlimited Sport S",30606,"4WD","Engine Size Unspecified",25400,"New York",26200,"https://smartauctionlogin.com/ui/vehicles/42a1a166-f842-4ef5-ba68-460243759417"
"ZASPAKBN7P7D55952",2023,"Alfa Romeo Stelvio Veloce",41889,"AWD","2.0L",23700,"Connecticut",24400,"https://smartauctionlogin.com/ui/vehicles/4d8e882b-9496-41b7-8f01-081bba9f8a7b"
"1C6RRFFG7RN135309",2024,"Ram Pickup 1500 Big Horn",29845,"4WD","Engine Size Unspecified",34100,"Michigan",35100,"https://smartauctionlogin.com/ui/vehicles/bd8d2d4a-6bf9-4df8-b5d0-25c0d54e032c"
"1C6RRFFG9NN401553",2022,"Ram Pickup 1500 Big Horn",38188,"4WD","Engine Size Unspecified",30300,"Michigan",31200,"https://smartauctionlogin.com/ui/vehicles/1f16d964-6341-45d4-9858-77953190ce4a"
"3C4NJDFBXNT186577",2022,"Jeep Compass Latitude Lux",30885,"4WD","2.4L",18700,"New Jersey",19300,"https://smartauctionlogin.com/ui/vehicles/a1b57557-1908-4900-bcf8-386d0259797f"
"ZASPAKBN6R7D70350",2024,"Alfa Romeo Stelvio Veloce",28056,"AWD","2.0L",28100,"Pennsylvania",28900,"https://smartauctionlogin.com/ui/vehicles/b10c7f16-426a-45e8-b54a-8220404b194a"
"1C6SRFFM7NN389099",2022,"Ram Pickup 1500 Big Horn",81120,"4WD","Engine Size Unspecified",27100,"Michigan",27900,"https://smartauctionlogin.com/ui/vehicles/5f1f549d-4bcb-4a9a-8316-f6e3ef1a1056"
"1C6RRFFG1NN406598",2022,"Ram Pickup 1500 Big Horn",50582,"4WD","Engine Size Unspecified",29400,"Michigan",30300,"https://smartauctionlogin.com/ui/vehicles/a00bcadc-f5db-46de-b9f3-d75e5e5901f0"
"1C4RJXP68RW126852",2024,"Jeep Wrangler 4xe Sahara",7074,"4WD","2.0L",29700,"New Jersey",30600,"https://smartauctionlogin.com/ui/vehicles/7bde0066-8ee9-4fe8-a8a1-fb83be098c0a"
"1FMCU9JAXPUA02821",2023,"Ford Escape Platinum",32145,"AWD","Engine Size Unspecified",21800,"Michigan",22500,"https://smartauctionlogin.com/ui/vehicles/73c4f4af-15e9-402e-98fd-1ae356802c1f"
"1C6SRFFT2NN391804",2022,"Ram Pickup 1500 Big Horn",36714,"4WD","Engine Size Unspecified",31500,"Michigan",32400,"https://smartauctionlogin.com/ui/vehicles/1ddab25b-b67d-4c36-9971-887b29b318c5"
"1C6SRFJT6NN481786",2022,"Ram Pickup 1500 Laramie",44046,"4WD","Engine Size Unspecified",35400,"Ohio",36500,"https://smartauctionlogin.com/ui/vehicles/b41ec979-c979-4d7f-9506-4c5db82648d4"
"3C4NJDCN9PT509132",2023,"Jeep Compass Limited",40997,"4WD","2.0L",19600,"Michigan",20200,"https://smartauctionlogin.com/ui/vehicles/be38bf89-a463-450d-9408-355eb05a577a"
"3TYSZ5AN1PT128541",2023,"Toyota Tacoma SR5",47037,"4WD","3.5L",28600,"Ohio",29500,"https://smartauctionlogin.com/ui/vehicles/2d1f376c-aa73-41bd-a1c2-ef50e2eda58d"
"1C6RRFBG0NN434253",2022,"Ram Pickup 1500 Big Horn",37111,"4WD","Engine Size Unspecified",27900,"Ohio",28700,"https://smartauctionlogin.com/ui/vehicles/618dc29c-502a-4c16-a188-60ca28e9fbde"
"1C4HJXDG0NW172758",2022,"Jeep Wrangler Unlimited Unlimited Willys",34347,"4WD","Engine Size Unspecified",25400,"North Carolina",26200,"https://smartauctionlogin.com/ui/vehicles/d3b67d95-74f4-4524-bb49-ebf56ce3dec7"
"3TMCZ5ANXNM478408",2022,"Toyota Tacoma SR",29061,"4WD","3.5L",30400,"Michigan",31300,"https://smartauctionlogin.com/ui/vehicles/3b2b2d5d-d838-43ed-ae1e-10acfb37e454"
"1C6RRFFG5PN570777",2023,"Ram Pickup 1500 Big Horn",27412,"4WD","Engine Size Unspecified",31600,"Ohio",32500,"https://smartauctionlogin.com/ui/vehicles/7c6f3de6-524d-496c-a9ce-e940d5a6b3e0"
"1C4JJXP63PW555293",2023,"Jeep Wrangler 4xe Sahara",15325,"4WD","2.0L",26500,"New York",27300,"https://smartauctionlogin.com/ui/vehicles/8467c781-ae68-4827-b14f-716dcb4b92e5"
"1C4RJYB61PC595776",2023,"Jeep Grand Cherokee 4xe Trim Unspecified",24269,"4WD","2.0L",24200,"New Jersey",24900,"https://smartauctionlogin.com/ui/vehicles/dc48f1fb-f4fa-4428-920c-d0d9390caaf0"
"1C6RRFFG1RN110261",2024,"Ram Pickup 1500 Big Horn",30505,"4WD","Engine Size Unspecified",34100,"Michigan",35100,"https://smartauctionlogin.com/ui/vehicles/69637e1e-0841-41c2-82d8-a5a6ec59be9b"
"1C6RRFFG2NN458418",2022,"Ram Pickup 1500 Big Horn",17114,"4WD","Engine Size Unspecified",32000,"Ohio",33000,"https://smartauctionlogin.com/ui/vehicles/a0c6a4ff-a8a7-4e38-b674-89bebd172ee2"
"1C4HJXDG0NW224339",2022,"Jeep Wrangler Unlimited Unlimited Willys Sport",47003,"4WD","Engine Size Unspecified",24000,"Florida",24700,"https://smartauctionlogin.com/ui/vehicles/1ff14caa-e84d-4e0f-b641-1f5027b3bb07"
"1C4JJXP66PW580351",2023,"Jeep Wrangler 4xe Sahara",30979,"4WD","2.0L",25800,"Wisconsin",26600,"https://smartauctionlogin.com/ui/vehicles/2f3a8e54-15f3-4f21-9880-303ee44fb727"
"1C4HJXDN9NW133861",2022,"Jeep Wrangler Unlimited Unlimited Sport S",48153,"4WD","Engine Size Unspecified",24300,"West Virginia",25000,"https://smartauctionlogin.com/ui/vehicles/73326025-060f-4398-a03f-ed81a1cd60d4"
"1C6HJTAG1NL103678",2022,"Jeep Gladiator Sport S",32966,"4WD","Engine Size Unspecified",27200,"Maryland",28000,"https://smartauctionlogin.com/ui/vehicles/0d06cbd5-c9f0-4670-be06-4dd8a3c84613"
"1C4JJXP6XNW171296",2022,"Jeep Wrangler 4xe Unlimited Sahara",24498,"4WD","2.0L",25600,"Nebraska",26400,"https://smartauctionlogin.com/ui/vehicles/f4a5f45c-2aa2-4223-98b6-5ec047d1463d"
"1C6RRFBG4NN420128",2022,"Ram Pickup 1500 Big Horn",47516,"4WD","Engine Size Unspecified",27300,"Michigan",28100,"https://smartauctionlogin.com/ui/vehicles/0108cbf5-5e90-4f73-b7d1-1eba04fdd114"
"1C6SRFJTXNN428248",2022,"Ram Pickup 1500 Laramie",34535,"4WD","Engine Size Unspecified",36800,"Michigan",37900,"https://smartauctionlogin.com/ui/vehicles/c9a27167-67e3-4304-8a32-a124e6cebdb7"
"1C6RREFT9NN185078",2022,"Ram Pickup 1500 Big Horn",37296,"RWD","Engine Size Unspecified",29600,"Florida",30500,"https://smartauctionlogin.com/ui/vehicles/34225f40-be6a-44b8-8a53-ca8881e6f042"
"1C4JJXP69NW275617",2022,"Jeep Wrangler 4xe Unlimited Sahara",24416,"4WD","2.0L",25700,"Nebraska",26500,"https://smartauctionlogin.com/ui/vehicles/08343593-0f5d-4420-9339-9e03100e7dc4"
"1C6HJTAG6NL132058",2022,"Jeep Gladiator Altitude",27022,"4WD","Engine Size Unspecified",27600,"Ohio",28400,"https://smartauctionlogin.com/ui/vehicles/49dfb5af-42fe-4806-ba0a-90b4c45a6328"
"1C6SRFFT7NN448286",2022,"Ram Pickup 1500 Big Horn",53683,"4WD","Engine Size Unspecified",30900,"Ohio",31800,"https://smartauctionlogin.com/ui/vehicles/6cd2093e-6bb7-4aa4-b039-0f1f1a895646"
"3C4NJDFN0PT519785",2023,"Jeep Compass Latitude Lux",27330,"4WD","2.0L",20000,"Michigan",20600,"https://smartauctionlogin.com/ui/vehicles/1592b48d-8806-4f3b-8a0d-4bcce26ade22"
"1C4RJYD67P8891899",2023,"Jeep Grand Cherokee 4xe Overland",20151,"4WD","2.0L",28800,"Pennsylvania",29700,"https://smartauctionlogin.com/ui/vehicles/390b936a-4978-4b9a-a315-05618fadb0fd"
"1C4RJXN68RW166044",2024,"Jeep Wrangler 4xe Willys",30603,"4WD","2.0L",25400,"New Jersey",26200,"https://smartauctionlogin.com/ui/vehicles/2393e098-42be-445d-84d0-8552efe0bdf2"
"1C4HJXEG1MW717220",2021,"Jeep Wrangler Unlimited Unlimited Sahara",61155,"4WD","Engine Size Unspecified",24800,"Massachusetts",25500,"https://smartauctionlogin.com/ui/vehicles/85a926e8-2d89-411b-877c-b500305d330e"
"3C4NJDCN2PT504886",2023,"Jeep Compass Limited",16848,"4WD","2.0L",21500,"Michigan",22100,"https://smartauctionlogin.com/ui/vehicles/82e9444f-ace4-4d41-988f-9241ee31de5b"
"1C4HJXEG8NW132250",2022,"Jeep Wrangler Unlimited Unlimited Sahara Altitude",31458,"4WD","Engine Size Unspecified",30100,"Connecticut",31000,"https://smartauctionlogin.com/ui/vehicles/53c16e96-39a1-4784-bc2e-e9225ce6c62c"
"3C4NJDFN6PT533111",2023,"Jeep Compass Latitude Lux",29097,"4WD","2.0L",20100,"Michigan",20700,"https://smartauctionlogin.com/ui/vehicles/88655633-0268-4e0e-9411-9a67b05872f2"
"3C4NJDCN3PT536956",2023,"Jeep Compass Limited",28158,"4WD","2.0L",20800,"Michigan",21400,"https://smartauctionlogin.com/ui/vehicles/db415488-c404-4135-8328-76375602949c"
"1C4HJXEG1NW265495",2022,"Jeep Wrangler Unlimited Unlimited Sahara Altitude",60672,"4WD","Engine Size Unspecified",27800,"Michigan",28600,"https://smartauctionlogin.com/ui/vehicles/94c5720d-7818-42fc-bc6e-441731935a17"
"1C4RJKBGXN8552396",2022,"Jeep Grand Cherokee L Limited",32336,"4WD","3.6L",26900,"New Jersey",27700,"https://smartauctionlogin.com/ui/vehicles/a7de1459-291c-4575-a287-ae59b4818cf7"
"ZASPATCW1R3051259",2024,"Alfa Romeo Tonale Ti",12083,"AWD","1.3L",22800,"Connecticut",23500,"https://smartauctionlogin.com/ui/vehicles/7ed4bc37-fb95-452e-a275-fc48eb9ab155"
"1C6RRFFG5NN300512",2022,"Ram Pickup 1500 Big Horn",31610,"4WD","Engine Size Unspecified",31300,"Florida",32200,"https://smartauctionlogin.com/ui/vehicles/490ea89e-33ef-4b2f-9dab-01b81916498b"
"ZASPAKBN2N7D45343",2022,"Alfa Romeo Stelvio Ti",15907,"AWD","2.0L",23800,"New Jersey",24500,"https://smartauctionlogin.com/ui/vehicles/b6f06bd5-1050-43fe-a2f7-0bd4ccdcc0f4"
"1C4HJXDG7NW125873",2022,"Jeep Wrangler Unlimited Unlimited Sport S",30399,"4WD","Engine Size Unspecified",26200,"Nebraska",27000,"https://smartauctionlogin.com/ui/vehicles/38bddb82-b8ba-4996-b7b3-9cfc77a480f3"
"3C4NJDFB5NT193808",2022,"Jeep Compass Latitude Lux",25352,"4WD","2.4L",19600,"New York",20200,"https://smartauctionlogin.com/ui/vehicles/8d0278d2-4a4a-4a01-9c6b-46069fa21bb9"
"3C4NJDBB3NT224432",2022,"Jeep Compass Latitude",38008,"4WD","2.4L",18100,"Michigan",18600,"https://smartauctionlogin.com/ui/vehicles/b774a3fa-9c4f-4b20-baa5-1c7db49baf7c"
"1C4HJXEG7NW167667",2022,"Jeep Wrangler Unlimited Unlimited Sahara",62859,"4WD","Engine Size Unspecified",27900,"Wisconsin",28700,"https://smartauctionlogin.com/ui/vehicles/6b7b48d4-392d-4f23-9b46-51e8a91edf8b"
"3C4NJDFB0NT219019",2022,"Jeep Compass Latitude Lux",33429,"4WD","2.4L",19100,"Michigan",19700,"https://smartauctionlogin.com/ui/vehicles/2ec98a14-512d-4544-8bb1-0efb3ad2773f"
"1C4JJXP60PW672605",2023,"Jeep Wrangler 4xe Sahara",30286,"4WD","2.0L",26300,"Massachusetts",27100,"https://smartauctionlogin.com/ui/vehicles/05363cd9-7c4b-49e0-914e-e8f697f814ee"
"1C4HJXDG8NW134758",2022,"Jeep Wrangler Unlimited Unlimited Sport S",25492,"4WD","Engine Size Unspecified",26700,"Massachusetts",27500,"https://smartauctionlogin.com/ui/vehicles/cbadbba6-0b48-4269-8059-f806fdf33837"
"1C6SRFFTXPN575634",2023,"Ram Pickup 1500 Big Horn",77129,"4WD","Engine Size Unspecified",29600,"Michigan",30500,"https://smartauctionlogin.com/ui/vehicles/4799cada-0c38-48c3-acf0-5473eedff0e0"
"1C4PJMBX3ND549236",2022,"Jeep Cherokee Trailhawk",32182,"4WD","3.2L",22400,"New York",23100,"https://smartauctionlogin.com/ui/vehicles/9987193c-812f-4437-9229-27351402625f"
"ZASPATDW6R3039218",2024,"Alfa Romeo Tonale Veloce",9560,"AWD","1.3L",24500,"Ohio",25200,"https://smartauctionlogin.com/ui/vehicles/4f76d16a-5562-462e-b830-bd0af09b4e3d"
"1C6RRFFG6NN402305",2022,"Ram Pickup 1500 Big Horn",20756,"4WD","Engine Size Unspecified",32600,"Michigan",33600,"https://smartauctionlogin.com/ui/vehicles/afdad8ed-eafa-46e2-a49e-1f924eb76049"
"1C6RRFFG7NN348562",2022,"Ram Pickup 1500 Big Horn",26195,"4WD","Engine Size Unspecified",32100,"Michigan",33100,"https://smartauctionlogin.com/ui/vehicles/cc878ebf-d60b-4989-a88b-2e51f4622b19"
"ZASPAKBN6P7D54095",2023,"Alfa Romeo Stelvio Ti",18704,"AWD","2.0L",26800,"New York",27600,"https://smartauctionlogin.com/ui/vehicles/e1ad6e5e-06bb-4e70-8a1c-82b9387b2088"
"1C4JJXP62NW111755",2022,"Jeep Wrangler 4xe Unlimited Sahara",31364,"4WD","2.0L",25700,"Nebraska",26500,"https://smartauctionlogin.com/ui/vehicles/7408608e-3b0d-4610-8e52-d00fca20e896"
"1C4PJXDN4RW104849",2024,"Jeep Wrangler Unlimited Sport S",27934,"4WD","Engine Size Unspecified",28300,"Ohio",29100,"https://smartauctionlogin.com/ui/vehicles/eb28dde7-f6e2-4dbf-adcb-7be584d79c10"
"1C4SJSDP5PS502560",2023,"Jeep Wagoneer L Series III",43471,"4WD","Engine Size Unspecified",46800,"Michigan",48200,"https://smartauctionlogin.com/ui/vehicles/de13244c-0db1-426f-806c-60fea96242f1"
"3C4NJDCB4NT191066",2022,"Jeep Compass Limited",26683,"4WD","2.4L",20200,"Ohio",20800,"https://smartauctionlogin.com/ui/vehicles/6ca1ce87-bd69-4db5-9bf9-351dfe6a3e9c"
"1C4HJXEG9PW606399",2023,"Jeep Wrangler Unlimited Sahara",10415,"4WD","Engine Size Unspecified",32900,"Ohio",33900,"https://smartauctionlogin.com/ui/vehicles/b9ba429c-77b4-4a00-8f5c-5fe17eb0234f"
"1C4HJXDG9NW175416",2022,"Jeep Wrangler Unlimited Unlimited Sport S",24238,"4WD","Engine Size Unspecified",26500,"Pennsylvania",27300,"https://smartauctionlogin.com/ui/vehicles/aec950c6-3ab6-4cf9-951a-76e0ea5af1a0"
"5TFLA5DB6PX113486",2023,"Toyota Tundra SR5",30793,"4WD","3.4L",39400,"Pennsylvania",40600,"https://smartauctionlogin.com/ui/vehicles/bc47cba0-875d-4fa2-b843-664c9f6f5f7f"
"1C6RR7GG2NS176513",2022,"Ram 1500 Classic Warlock",19495,"4WD","Engine Size Unspecified",28200,"Missouri",29000,"https://smartauctionlogin.com/ui/vehicles/2ca21382-392a-431d-8769-2331ac4708cf"
"3C4NJDCN9PT520504",2023,"Jeep Compass Limited",27392,"4WD","2.0L",21100,"Michigan",21700,"https://smartauctionlogin.com/ui/vehicles/290c3d9b-2458-4d64-9076-0505c6826505"
"3C4NJDFB7NT172409",2022,"Jeep Compass Latitude Lux",54759,"4WD","2.4L",18200,"Michigan",18700,"https://smartauctionlogin.com/ui/vehicles/c0fba42e-5e23-4219-9cc8-1cf970f9c0dc"
"1C4RJFAGXNC162999",2022,"Jeep Grand Cherokee WK Laredo E",39610,"4WD","3.6L",22300,"Pennsylvania",23000,"https://smartauctionlogin.com/ui/vehicles/53eaaa1b-f529-4582-81b3-164bf6157197"
"1C6RRFFG2NN343821",2022,"Ram Pickup 1500 Big Horn",19545,"4WD","Engine Size Unspecified",32800,"Michigan",33800,"https://smartauctionlogin.com/ui/vehicles/278223e0-bfa1-4b84-bbdc-9c527d662c0f"
"1C4RJXP62RW146613",2024,"Jeep Wrangler 4xe Sahara",35742,"4WD","2.0L",28000,"Pennsylvania",28800,"https://smartauctionlogin.com/ui/vehicles/c91b8343-2cc6-4a0a-afd5-daf618002b2f"
"1C4RJXN60RW146922",2024,"Jeep Wrangler 4xe Willys",30380,"4WD","2.0L",26100,"Pennsylvania",26900,"https://smartauctionlogin.com/ui/vehicles/0ecdd885-feb7-4021-8b4a-17054051ece5"
"1C4HJXEG6PW535145",2023,"Jeep Wrangler Unlimited Sahara",9152,"4WD","Engine Size Unspecified",33000,"Minnesota",34000,"https://smartauctionlogin.com/ui/vehicles/e53b111a-7d12-450f-bb06-f76ca3357397"
"1C4JJXR61NW206336",2022,"Jeep Wrangler Unlimited Unlimited Rubicon",43707,"4WD","2.0L",26700,"Minnesota",27500,"https://smartauctionlogin.com/ui/vehicles/0326ed5d-9425-4581-95d3-4a7ae70e83fe"
"1C4HJXDG4NW180216",2022,"Jeep Wrangler Unlimited Unlimited Sport S",37433,"4WD","Engine Size Unspecified",25600,"Florida",26400,"https://smartauctionlogin.com/ui/vehicles/03edf48c-a457-41d0-8788-be21d2c75046"
"1C4HJXEG6MW770897",2021,"Jeep Wrangler Unlimited Unlimited Sahara High Altitude",52464,"4WD","Engine Size Unspecified",26800,"Connecticut",27600,"https://smartauctionlogin.com/ui/vehicles/3663fbaa-30bc-4eca-beef-12e42991eee9"
"ZASPAKBN6P7D54727",2023,"Alfa Romeo Stelvio Ti",37708,"AWD","2.0L",25300,"Michigan",26100,"https://smartauctionlogin.com/ui/vehicles/c85d0941-36a4-4b52-86df-1092b8930a1d"
